,id,input_a,input_b,output_add,output_sub,output_add_MR1,output_sub_MR1,output_add_MR2,output_sub_MR2,output_add_MR3,output_sub_MR3,output_add_MR4,output_sub_MR4
278,FeFm6fekkFS84Kx2oTziU7,12,10,22,2,22,-2,66,6,28,2,16,2
279,9tfe29T5WBB3yWVc3KG54m,12,10,22,2,22,-2,66,6,28,2,16,2
280,nM9Lni9JeJoNzzW2EPQ3Ke,12,22,34,-10,34,10,102,-30,40,-10,28,-10
281,J3azDYnX8DqTmZjc2pwXyy,12,10,22,2,22,-2,66,6,28,2,16,2
282,k7j9MUWe6BNHeyzs5VyzDt,20,10,30,10,30,-10,90,30,36,10,24,10
283,ZcXG4WsRWGit8yi2xBKUTy,20,24,44,-4,44,4,132,-12,50,-4,38,-4
284,dvb9NnAvfnrRUj7u4CHj6B,20,24,44,-4,44,4,132,-12,50,-4,38,-4
285,GE6d6h5PRNw4TBqd5CLZey,16,24,40,-8,40,8,120,-24,46,-8,34,-8
286,VREStcPLQP2nqNgAfkNJmR,16,14,30,2,30,-2,90,6,36,2,24,2
287,VcogNcvef7jcJm4fyWcvZx,20,20,40,0,40,0,120,0,46,0,34,0
288,QNR7MtYTXzgeJFB7SW8KFX,20,11,31,9,31,-9,93,27,37,9,25,9
289,ZGJNMo3Zb2ZPuzewaug6wR,20,11,31,9,31,-9,93,27,37,9,25,9
290,WB9h4eyiqVoRBVEwj5U374,20,11,31,9,31,-9,93,27,37,9,25,9
291,bnnSwWyRkSSaqkk3QNKXkZ,20,11,31,9,31,-9,93,27,37,9,25,9
292,VB3zQNHmpQ58LeJGp5smhW,18,10,28,8,28,-8,84,24,34,8,22,8
293,E89x5RMeRnW7FLBBYyxajE,12,10,22,2,22,-2,66,6,28,2,16,2
294,WpSi9xAuQpCWBQyx4tNWtv,20,10,30,10,30,-10,90,30,36,10,24,10
295,gN5dzfhrVqASkSdALSVjHH,23,23,46,0,46,0,138,0,52,0,40,0
296,bdtscBGqrm2LkHf6tXx8RC,23,23,46,0,46,0,138,0,52,0,40,0
297,FNwivfM5G4rS95FSQZ7AFa,21,10,31,11,31,-11,93,33,37,11,25,11
298,Z4JAdY8YR5i2UjXCj2v2Hh,21,10,31,11,31,-11,93,33,37,11,25,11
299,2k8rvk5XvrjHdDKuUDx2fA,21,10,31,11,31,-11,93,33,37,11,25,11
300,3EobG9SUsjjsUy8kDFnrKh,13,10,23,3,23,-3,69,9,29,3,17,3
301,A2C9mdpAqqpNxvVKRBHyPu,10,10,20,0,20,0,60,0,26,0,14,0
302,GWarsKQJMMzzgHgYKSj7vb,29,10,39,19,39,-19,117,57,45,19,33,19
303,ndLNhfTP4aHeV8hUZVfF9L,29,25,54,4,54,-4,162,12,60,4,48,4
304,iWHsMiGmMFAhXPKuvLKh9k,29,25,54,4,54,-4,162,12,60,4,48,4
305,6UgpdD7RT8oy8ZqydV7Mnz,29,25,54,4,54,-4,162,12,60,4,48,4
306,BCn5LT2tbyQPX4NGQ22sLg,29,25,54,4,54,-4,162,12,60,4,48,4
307,L4jQdGkDZs7GF2CYnaq9Re,20,20,40,0,40,0,120,0,46,0,34,0
308,Ncyg6DmseYn4U2kWV5Wy2s,20,20,40,0,40,0,120,0,46,0,34,0
309,g8Q5W775xYXnuxqEJsvLNJ,16,16,32,0,32,0,96,0,38,0,26,0
310,3c8PUyDLeRiheR2hyUDb4L,16,16,32,0,32,0,96,0,38,0,26,0
311,ismSSxMLf3zWazjY6EHvAh,10,15,25,-5,25,5,75,-15,31,-5,19,-5
312,aV4worCjzYnnvvEJAqnMbY,20,20,40,0,40,0,120,0,46,0,34,0
313,DgBemXHhKtUMvoKgdFTRdq,20,20,40,0,40,0,120,0,46,0,34,0
314,XyPhtWu8rbWKFQUktgVpRx,20,25,45,-5,45,5,135,-15,51,-5,39,-5
315,4sQswStSsxved8b4Y7XUts,20,25,45,-5,45,5,135,-15,51,-5,39,-5
316,PLku6ZxGM5kNzofkX9Vi5n,10,20,30,-10,30,10,90,-30,36,-10,24,-10
317,aAaKJVidhkfJmVFxsNxtJh,20,10,30,10,30,-10,90,30,36,10,24,10
318,bFEUUBYFrYCEJHPYSHKRuu,25,20,45,5,45,-5,135,15,51,5,39,5
319,EtphT8wazh5PVkaaCztcMq,25,20,45,5,45,-5,135,15,51,5,39,5
320,mPfGwrKpFhCZkGdHjcNrbJ,25,20,45,5,45,-5,135,15,51,5,39,5
321,Zs6D2T6zwXurz2R33vBJnn,25,16,41,9,41,-9,123,27,47,9,35,9
322,SS9TZ693EzEMrvPf8mS8xa,10,20,30,-10,30,10,90,-30,36,-10,24,-10
323,aFJcseScczozkFTQpWCwEX,21,20,41,1,41,-1,123,3,47,1,35,1
324,CuKGEb4TDzrAbw3XcA2ax5,21,21,42,0,42,0,126,0,48,0,36,0
325,koXRaKmZDr6sfx4P5vwHBM,21,20,41,1,41,-1,123,3,47,1,35,1
326,UzZo8TzvmU5w2am2FdzGGP,21,20,41,1,41,-1,123,3,47,1,35,1
327,Cgiw8R4eoBhUBxG7kFdDqy,20,10,30,10,30,-10,90,30,36,10,24,10
328,csdWAgu59rfkpneviQ4w3v,20,20,40,0,40,0,120,0,46,0,34,0
329,VjQhNHb3UqjCpHyiSY4Trs,20,20,40,0,40,0,120,0,46,0,34,0
330,GbFLRscwL9csTtRSRWv9km,20,20,40,0,40,0,120,0,46,0,34,0
331,Tiih7SatkZkMFJifaTbCYw,20,15,35,5,35,-5,105,15,41,5,29,5
332,foZHuHfzh8BM4rQdSonBEb,21,10,31,11,31,-11,93,33,37,11,25,11
333,KJ9xT3EEvbpAcwfpSg9Qa6,16,21,37,-5,37,5,111,-15,43,-5,31,-5
334,CpNi4fTCnftVDbeUdtZY2E,16,14,30,2,30,-2,90,6,36,2,24,2
335,RDF5Mp4v2dAUteVgUaWZgv,16,14,30,2,30,-2,90,6,36,2,24,2
336,D3eNSHJSPF56vEKRNhQ4W3,16,14,30,2,30,-2,90,6,36,2,24,2
337,kEgsE62qPzaXRYXs5HWGhN,19,20,39,-1,39,1,117,-3,45,-1,33,-1
338,ezJ8M7KfxAw5V25HkCTbB3,19,20,39,-1,39,1,117,-3,45,-1,33,-1
339,TJYedEbVfQpAneChgGMcVs,19,20,39,-1,39,1,117,-3,45,-1,33,-1
340,niKwVTVQuWBoDFRchktgeZ,19,10,29,9,29,-9,87,27,35,9,23,9
341,3yynaPs9YbEGfGUfqv9dMu,19,10,29,9,29,-9,87,27,35,9,23,9
342,XpGqZ6EfpubGRKG3afGb4d,12,10,22,2,22,-2,66,6,28,2,16,2
343,58vAbHKrATpDcjJ3HXBRbr,12,10,22,2,22,-2,66,6,28,2,16,2
344,eDjviFBBG7de4mEvXYSGj5,27,10,37,17,37,-17,111,51,43,17,31,17
345,HbTjFqqYtkyK6JQe5fengH,17,10,27,7,27,-7,81,21,33,7,21,7
346,nPwUD34G2ETHDejfXt2VP5,17,10,27,7,27,-7,81,21,33,7,21,7
347,e3n5hmqn2KVjg6NfFb6Gqk,29,10,39,19,39,-19,117,57,45,19,33,19
348,EkGQbz9rkuw9BPsUSo6HJM,29,29,58,0,58,0,174,0,64,0,52,0
349,aXGxH7fE4hvtvAy7PYyU2c,12,10,22,2,22,-2,66,6,28,2,16,2
350,jrtMwhVVfSj6De4pim2dRu,25,25,50,0,50,0,150,0,56,0,44,0
351,7VkgNnYhwgFrxYFidgvxuG,12,10,22,2,22,-2,66,6,28,2,16,2
352,oKBReAFoFDmjuJJfF3HKkV,23,20,43,3,43,-3,129,9,49,3,37,3
353,TbpxXDL6cDkydZFqTRYVxC,20,10,30,10,30,-10,90,30,36,10,24,10
354,d5D3gZazZQU5uvqT4Zf7s6,20,10,30,10,30,-10,90,30,36,10,24,10
355,ELEc9dFCmtxwpvvknNXhfY,24,20,44,4,44,-4,132,12,50,4,38,4
356,WXH657ER48kEE3VT3eJefq,24,10,34,14,34,-14,102,42,40,14,28,14
357,fbY6Yy6X5RX7z6pNdNpHvM,20,10,30,10,30,-10,90,30,36,10,24,10
358,im38nPSnMMrTCjDnd8KA6a,20,14,34,6,34,-6,102,18,40,6,28,6
359,2Yr3wxZXFYoZwjpaUrVfkF,20,14,34,6,34,-6,102,18,40,6,28,6
360,Bzh2MTGCgc7MaLbqkUH9yN,20,14,34,6,34,-6,102,18,40,6,28,6
361,aWPpDSLFTQeh76WA7JihTv,20,14,34,6,34,-6,102,18,40,6,28,6
362,Yk9wwFHGpcWnQxBDmE7cWY,20,20,40,0,40,0,120,0,46,0,34,0
363,78Un4V4QdwFLCxnyJtmPQ2,20,20,40,0,40,0,120,0,46,0,34,0
364,7rguwtJgnSXePsekASzEFp,20,20,40,0,40,0,120,0,46,0,34,0
365,coppAU7oXhPANE8XfdNFZG,20,20,40,0,40,0,120,0,46,0,34,0
366,FSWXtMPdRLhZ2V6EzpCEGP,25,20,45,5,45,-5,135,15,51,5,39,5
367,7hkcznLpsMjAkxE6cfv9FV,12,12,24,0,24,0,72,0,30,0,18,0
368,SMN6uTMj9m97fSpCgpw6mX,12,12,24,0,24,0,72,0,30,0,18,0
369,jjCA27uMGgbgon8qqb2XQ4,12,10,22,2,22,-2,66,6,28,2,16,2
370,H8HDwzQhr8CpcZY2gzX7jK,12,10,22,2,22,-2,66,6,28,2,16,2
371,8eNUUaqjkfzzBiZRfJf7zk,12,22,34,-10,34,10,102,-30,40,-10,28,-10
372,NxmCHAkP77VBiNeZHCFvkW,10,10,20,0,20,0,60,0,26,0,14,0
373,AzogBXvL66Xku8L7GXJ6ED,20,10,30,10,30,-10,90,30,36,10,24,10
374,5KHMsaEbgdWHyjahYpqBX3,20,10,30,10,30,-10,90,30,36,10,24,10
375,fQFuKr2SarH9muZEWzmxir,20,10,30,10,30,-10,90,30,36,10,24,10
376,8ZFZBDEvCHNpVCvfhk56Yh,20,10,30,10,30,-10,90,30,36,10,24,10
377,TVwtabxS75ZdoVec5c898o,20,11,31,9,31,-9,93,27,37,9,25,9
378,PF5SBwoeQKbDS5fcLc8Gcw,20,11,31,9,31,-9,93,27,37,9,25,9
379,JwH9epDyJct6xmmxT8AYpL,20,10,30,10,30,-10,90,30,36,10,24,10
380,nFrDxRhHn3yDVnXDj7kDjm,20,10,30,10,30,-10,90,30,36,10,24,10
381,XsAzwVej7xgsAyx2uQUez4,20,10,30,10,30,-10,90,30,36,10,24,10
382,R6QcPyLWFziyQjpK5qKDAX,10,11,21,-1,21,1,63,-3,27,-1,15,-1
383,88K8GHsSofMNemABeGMRLw,10,15,25,-5,25,5,75,-15,31,-5,19,-5
384,PiXbKb3CfxRTxUq9qRbjzR,15,15,30,0,30,0,90,0,36,0,24,0
385,krifYc8rrzj5tFRYTYRLix,20,15,35,5,35,-5,105,15,41,5,29,5
386,4AGToQGP4bBXZPnSGw6zmb,24,15,39,9,39,-9,117,27,45,9,33,9
387,BEF3ooWPmwsRrkRM5tfiKv,14,20,34,-6,34,6,102,-18,40,-6,28,-6
388,AqRtF4MmAuLv3ERTFxQ2Yz,14,10,24,4,24,-4,72,12,30,4,18,4
389,YUprvWjz3p7krhAkwaRqf3,14,14,28,0,28,0,84,0,34,0,22,0
390,3vyGFDz3MidUcb43PNcHWD,14,20,34,-6,34,6,102,-18,40,-6,28,-6
391,SzGgt4xdNYS3QJwJ7WZZoG,14,18,32,-4,32,4,96,-12,38,-4,26,-4
392,ZvHSds2sNkkEUAncg24uZr,20,18,38,2,38,-2,114,6,44,2,32,2
393,i9nRaY9bg3f2rdut7uRrZn,20,18,38,2,38,-2,114,6,44,2,32,2
394,iiSe9TciczGCUN957N9PLP,20,18,38,2,38,-2,114,6,44,2,32,2
395,UVRXJL27kbpPMZMyFjGKjp,28,18,46,10,46,-10,138,30,52,10,40,10
396,WE33Wz5LqV7qpzUzBJhQJx,28,18,46,10,46,-10,138,30,52,10,40,10
397,6NdXMMTPybNnJe55nKhrec,12,10,22,2,22,-2,66,6,28,2,16,2
398,eaRRMbovqxKfNbWaQUCvJ6,25,10,35,15,35,-15,105,45,41,15,29,15
399,fsDKLCTVRV2NXorz5F4Xoq,10,10,20,0,20,0,60,0,26,0,14,0
400,Tyy5VwxGhbsCC5quCD4EBu,10,20,30,-10,30,10,90,-30,36,-10,24,-10
401,3nKuhmXKdrmZzRyfd5Zohr,18,20,38,-2,38,2,114,-6,44,-2,32,-2
402,f5FaXDdsgo6UZPDUSRbU2h,19,10,29,9,29,-9,87,27,35,9,23,9
403,YkP7nTRiNyf2nECgbPk3DY,21,19,40,2,40,-2,120,6,46,2,34,2
404,Wq2rx728Nev2896BEmRSvB,21,11,32,10,32,-10,96,30,38,10,26,10
405,oJBTBZd5nMsfyMvXiKzjNB,21,11,32,10,32,-10,96,30,38,10,26,10
406,dJjmdPMNdiZsng7MuxFKsi,21,11,32,10,32,-10,96,30,38,10,26,10
407,MtAqTU52i7NwLjxU7cpiPv,21,20,41,1,41,-1,123,3,47,1,35,1
408,7kvM3MCbQWfsKhhRQLMcT9,21,20,41,1,41,-1,123,3,47,1,35,1
409,UaRd2dEYbQG6vj5EdnwHbu,28,21,49,7,49,-7,147,21,55,7,43,7
410,EiL6jQgUxWa6D26jBiU7mA,28,10,38,18,38,-18,114,54,44,18,32,18
411,ZfwngPcLr6jPJwwAcLDkrW,28,13,41,15,41,-15,123,45,47,15,35,15
412,76xcwoNXSqYsibmVLpMYkf,12,10,22,2,22,-2,66,6,28,2,16,2
413,UkubyUpKR7fuVUnRhMhVqb,20,10,30,10,30,-10,90,30,36,10,24,10
414,akL7KueDrCj3qeCcRvjTGy,23,10,33,13,33,-13,99,39,39,13,27,13
415,TwRT8iqDxigsTA42ErhcMy,23,10,33,13,33,-13,99,39,39,13,27,13
416,D5f8XpWvKcHExkeYvPPnBV,23,10,33,13,33,-13,99,39,39,13,27,13
417,iuJ8A9pTwNJp6fqEKNTxPE,25,25,50,0,50,0,150,0,56,0,44,0
418,B99jgXgwVqE8WEXqk9hy5a,25,25,50,0,50,0,150,0,56,0,44,0
419,Bd2MUUGJgT83pminCLL8kd,25,25,50,0,50,0,150,0,56,0,44,0
420,7YsamkhdrStY69wgJQxBhR,25,25,50,0,50,0,150,0,56,0,44,0
421,EisFXiK4aZ8oKbRCPbuXWB,25,25,50,0,50,0,150,0,56,0,44,0
422,c9AgFXg7wpRLJAaNrzV6Vz,11,11,22,0,22,0,66,0,28,0,16,0
423,gMJRtKuRcXuQEwRaynjpmg,11,11,22,0,22,0,66,0,28,0,16,0
424,mTZio7oD9sHSW2GC6fGZZY,26,11,37,15,37,-15,111,45,43,15,31,15
425,37WyumosCU4yUvPQujdobw,26,11,37,15,37,-15,111,45,43,15,31,15
426,eicdQWyJtjWksSDmJG6i3E,26,11,37,15,37,-15,111,45,43,15,31,15
427,fgSMUXUB6SDoPoTB4c3cj9,24,24,48,0,48,0,144,0,54,0,42,0
428,Myze2JMdMPdMoQFYnjES6v,24,24,48,0,48,0,144,0,54,0,42,0
429,VdG8MjfvrV8XJCQfz34SVL,24,20,44,4,44,-4,132,12,50,4,38,4
430,hjiTomQrrSRM8foAPKYahf,24,20,44,4,44,-4,132,12,50,4,38,4
431,4be9SJipqtv7TY2jb86uup,24,25,49,-1,49,1,147,-3,55,-1,43,-1
432,R8ScT7KC8NDakueCLumz9U,24,24,48,0,48,0,144,0,54,0,42,0
433,DYfkK3BV5UrhCeXkkaxRtK,24,24,48,0,48,0,144,0,54,0,42,0
434,DoUcSZo2fYs6QWfvHu9KEP,24,24,48,0,48,0,144,0,54,0,42,0
435,28ZkwK8Pq7CXqqkZVzTLhs,24,24,48,0,48,0,144,0,54,0,42,0
436,CmYvzzcYxYkDqKMBGbEYuU,24,10,34,14,34,-14,102,42,40,14,28,14
437,3rswMuGHtHbeuynaZNQ7PU,13,20,33,-7,33,7,99,-21,39,-7,27,-7
438,dFoeasw3t2CuBqdKzx8AnK,13,13,26,0,26,0,78,0,32,0,20,0
439,5UJPVmePre5uqebHAR7zyY,20,10,30,10,30,-10,90,30,36,10,24,10
440,9CRscHK5Zsy97fCu3asteU,20,10,30,10,30,-10,90,30,36,10,24,10
441,7RmvqVtpgzFGtR6JgnF6tM,20,20,40,0,40,0,120,0,46,0,34,0
442,CaytRuXD52oJN3nzmApnzs,20,10,30,10,30,-10,90,30,36,10,24,10
443,793N9xZZoQ63mvkemh23ce,15,20,35,-5,35,5,105,-15,41,-5,29,-5
444,iyxh6Pn3uYyo7hu4wnBsHT,15,25,40,-10,40,10,120,-30,46,-10,34,-10
445,haXfaVdNJ4ZLJvQJPg7Jzm,15,25,40,-10,40,10,120,-30,46,-10,34,-10
446,jFZZpkFdZHFiEKfX4pMRTX,15,25,40,-10,40,10,120,-30,46,-10,34,-10
447,fLE2xTRqigNeeVGpSAUsfi,20,10,30,10,30,-10,90,30,36,10,24,10
448,5bUKswMXFAxbyzsos27Hwi,20,10,30,10,30,-10,90,30,36,10,24,10
449,GgyBxDmAtFbzcLdXjjhqwo,20,10,30,10,30,-10,90,30,36,10,24,10
450,YFhnsZbwJt7mLKA33AUtkk,20,10,30,10,30,-10,90,30,36,10,24,10
451,3Q8MVd4mZJL7yJxHC4AfUD,20,20,40,0,40,0,120,0,46,0,34,0
452,QN4Wkkx5nCXRGGQrDac5Ak,20,24,44,-4,44,4,132,-12,50,-4,38,-4
453,JkKGkr45yYrAqcpWx7DTZi,13,12,25,1,25,-1,75,3,31,1,19,1
454,L7jDpNgfpvguQYyCcH3WKG,24,24,48,0,48,0,144,0,54,0,42,0
455,4pDtRaUJnYZ8hnDUVVQHA5,24,24,48,0,48,0,144,0,54,0,42,0
456,8EKisNRZcFeJPouKHHFe4T,24,24,48,0,48,0,144,0,54,0,42,0
457,87XMXLEuNPv3PytdBoTU9P,20,20,40,0,40,0,120,0,46,0,34,0
458,c7edVyNd8w9pxbRJESD4uJ,12,20,32,-8,32,8,96,-24,38,-8,26,-8
459,bUBg8xQoQiRTdxnFBCAS4X,20,20,40,0,40,0,120,0,46,0,34,0
460,Va6VhArTKBxb9qEnVfBmcA,20,20,40,0,40,0,120,0,46,0,34,0
461,cEnbQAXkzav4WaL6Tw8585,20,20,40,0,40,0,120,0,46,0,34,0
462,Uk7aCopPz27KqWDjSutdzd,20,10,30,10,30,-10,90,30,36,10,24,10
463,kAuaLvneDnimW5MveuA2x8,20,10,30,10,30,-10,90,30,36,10,24,10
464,XwisEBZ7foA7NqwZd2YYwQ,18,10,28,8,28,-8,84,24,34,8,22,8
465,K2P5FphW4ympMJjJBByZZb,20,10,30,10,30,-10,90,30,36,10,24,10
466,3Txo8oFJpK5nCH87duBgdC,24,10,34,14,34,-14,102,42,40,14,28,14
467,Bps2vu8moyY7tvUaRBwiBd,20,10,30,10,30,-10,90,30,36,10,24,10
468,YZbgFCovGh6b7QHAHLqo66,17,10,27,7,27,-7,81,21,33,7,21,7
469,QyknoAUuTU2vwqd74W5FmJ,29,10,39,19,39,-19,117,57,45,19,33,19
470,ZzT4NnaPDBTL7XXS6SrDWY,27,10,37,17,37,-17,111,51,43,17,31,17
471,UCbbfWC4viokRUZZtAEo4y,27,10,37,17,37,-17,111,51,43,17,31,17
472,gvLhXJYLVhSx7xiSD7Vpq4,20,25,45,-5,45,5,135,-15,51,-5,39,-5
473,gVqGEfUZ2ynSppZdedNVUV,20,10,30,10,30,-10,90,30,36,10,24,10
474,eqSkNNdmSd3HzPAm4n8dJy,11,10,21,1,21,-1,63,3,27,1,15,1
475,D6QFSfAA5PXzPAzHGMKSE5,11,20,31,-9,31,9,93,-27,37,-9,25,-9
476,jWPZ8cCAqLCp5bGBxDPpN4,11,20,31,-9,31,9,93,-27,37,-9,25,-9
477,CANgmbfPMskbnP67rSTJWH,20,10,30,10,30,-10,90,30,36,10,24,10
478,YazGYCSrd6NML3GFHpSCWu,25,25,50,0,50,0,150,0,56,0,44,0
479,AVUJQzZqCBk2BSydJm9ds3,25,25,50,0,50,0,150,0,56,0,44,0
480,Ff2sfywRnyYiPKXt95LEvb,25,23,48,2,48,-2,144,6,54,2,42,2
481,Ygmchh85wv36RDhu3GbLcT,25,23,48,2,48,-2,144,6,54,2,42,2
482,7HzaxcbABvVxmuBsY8isGj,20,21,41,-1,41,1,123,-3,47,-1,35,-1
483,PVuKySAJzdEfBcLjM5CKQg,20,21,41,-1,41,1,123,-3,47,-1,35,-1
484,i8Hxjuh9qB36GSyfqJRiEA,12,21,33,-9,33,9,99,-27,39,-9,27,-9
485,5z54srtmGxLf4qvMpp6pvj,12,21,33,-9,33,9,99,-27,39,-9,27,-9
486,SAdQfsDT63wTDoPyBFeBMe,12,21,33,-9,33,9,99,-27,39,-9,27,-9
487,ZeaJtEdLj4Ba4aUrkHYLfQ,20,11,31,9,31,-9,93,27,37,9,25,9
488,cwyFCqdxERydeW45aq5hDD,20,11,31,9,31,-9,93,27,37,9,25,9
489,YouGsX5yhN8nfCPwSEJcKw,20,11,31,9,31,-9,93,27,37,9,25,9
490,dEsTJMphHaS9VPZMG65bDh,20,11,31,9,31,-9,93,27,37,9,25,9
491,W6B3vRuiYZm2g7tRBDSyh3,20,11,31,9,31,-9,93,27,37,9,25,9
492,4KR8eCbASHU23qf3j3Stje,20,10,30,10,30,-10,90,30,36,10,24,10
493,3vQL7kBTipDa2Yk5UZbJJt,20,20,40,0,40,0,120,0,46,0,34,0
494,bP9pW9r5doFQgZp6MXatyY,20,20,40,0,40,0,120,0,46,0,34,0
495,YUTB2zWFMxrTRUiPumRFGh,10,10,20,0,20,0,60,0,26,0,14,0
496,C525vRpCTkebDpK8MTJTDW,25,19,44,6,44,-6,132,18,50,6,38,6
497,jWE8BNDvU2rTPbVUBazMJB,16,10,26,6,26,-6,78,18,32,6,20,6
498,RtFajbMKED2qVpc5VsAoTU,12,10,22,2,22,-2,66,6,28,2,16,2
499,PBAWMTjo2jiid3HEJ9ZcXd,12,12,24,0,24,0,72,0,30,0,18,0
500,673udt6phSiae6NcSg5A3z,12,20,32,-8,32,8,96,-24,38,-8,26,-8
501,KXAzBRZLtd9rJeJjyGBPnx,12,10,22,2,22,-2,66,6,28,2,16,2
502,TJoiQcPjz4iiAQZiwg7DjU,12,10,22,2,22,-2,66,6,28,2,16,2
503,55tdVQZsv8RD3ydc9tmV3A,12,10,22,2,22,-2,66,6,28,2,16,2
504,5pZzr7otwJgLgRZBQ4osj9,12,13,25,-1,25,1,75,-3,31,-1,19,-1
505,K3yYm7CLVrBumGDcyKCd2k,12,27,39,-15,39,15,117,-45,45,-15,33,-15
506,hsqxWyMtwb2GRvxj2EjowW,28,27,55,1,55,-1,165,3,61,1,49,1
507,6KkTQiC8xRXVteqHmvoZcX,24,10,34,14,34,-14,102,42,40,14,28,14
508,YpYz4Ap4Zqyc7RTPPXXtah,24,29,53,-5,53,5,159,-15,59,-5,47,-5
509,bVUCUs6icBM6PKYiYXSJgp,24,29,53,-5,53,5,159,-15,59,-5,47,-5
510,FdG69mFF8LizWX6ubmQFwR,24,29,53,-5,53,5,159,-15,59,-5,47,-5
511,EUtNLSdPvh4uAAk9xgvzjx,24,29,53,-5,53,5,159,-15,59,-5,47,-5
512,fhVXMQYQUvmGnAAiVJQmZ6,20,20,40,0,40,0,120,0,46,0,34,0
513,3QYx8FHnfP7JHcqrwE35rE,20,20,40,0,40,0,120,0,46,0,34,0
514,R3ocCxSsHYgeSGLaqjPHs5,20,19,39,1,39,-1,117,3,45,1,33,1
515,FjmLduWKE7Rq8iJZYeKq6N,20,18,38,2,38,-2,114,6,44,2,32,2
516,SpwSAVroMUV6okKG9Hoe32,20,18,38,2,38,-2,114,6,44,2,32,2
517,TzCdRL9L56JQMFQajYev5d,20,10,30,10,30,-10,90,30,36,10,24,10
518,b7iPZWid6SHs3ejpbpNrsb,20,20,40,0,40,0,120,0,46,0,34,0
519,P3PpFZEa9v7Akyaydvc67W,20,20,40,0,40,0,120,0,46,0,34,0
520,mUofSSezTkiyDgyPjQcGpA,20,20,40,0,40,0,120,0,46,0,34,0
521,8Svs3aDkxuN5KkVTs4eZw4,29,20,49,9,49,-9,147,27,55,9,43,9
522,FzD2gFDeJGofCoj8R4Lb9Q,20,13,33,7,33,-7,99,21,39,7,27,7
523,GKhrtXaGCRfmZrotX2QA5n,20,13,33,7,33,-7,99,21,39,7,27,7
524,fABRCC25GiAKcsYYDGUqdb,20,13,33,7,33,-7,99,21,39,7,27,7
525,GVKiQvgtvEKne2yEkovSMU,15,22,37,-7,37,7,111,-21,43,-7,31,-7
526,FxRYUxTknK2gG53YCXpiB4,15,22,37,-7,37,7,111,-21,43,-7,31,-7
527,ErsFEuaMtwuqtNZpPVCCij,20,10,30,10,30,-10,90,30,36,10,24,10
528,4DsHMMa3UtU84osp8FLntj,20,20,40,0,40,0,120,0,46,0,34,0
529,YQWRDWm9mREcaJTYZpSVGx,20,12,32,8,32,-8,96,24,38,8,26,8
530,naytCBsVXoNXRmjpTirnnU,20,12,32,8,32,-8,96,24,38,8,26,8
531,8TtL6kgSRL3Ndu9SScJMqs,20,12,32,8,32,-8,96,24,38,8,26,8
532,3ntj7LzaSSPvqwtG25bJyG,20,10,30,10,30,-10,90,30,36,10,24,10
533,Ngb5s9tT9sh4se2t6XKSLw,28,10,38,18,38,-18,114,54,44,18,32,18
534,iTHYqJKDsVqsW69Uj8wWh2,29,10,39,19,39,-19,117,57,45,19,33,19
535,kB26wj7sVagtNLHceTYy3B,28,10,38,18,38,-18,114,54,44,18,32,18
536,TwEpTRDwCYPV7ZPa7ev2vf,29,10,39,19,39,-19,117,57,45,19,33,19
537,VHAvwYEKN7U5uEfRDZ3QJt,25,10,35,15,35,-15,105,45,41,15,29,15
538,ix693pNAn2SA4JPBqtzbGH,10,10,20,0,20,0,60,0,26,0,14,0
539,Pw9W8j7yNXciUqc35GNu5r,10,10,20,0,20,0,60,0,26,0,14,0
540,mSDXu2jAotWUMzzzQLwPbV,10,10,20,0,20,0,60,0,26,0,14,0
541,A4vDgYAubMVCeV5iQ75MBx,10,10,20,0,20,0,60,0,26,0,14,0
542,Auf7nmkUFqNZ8aGukH63ST,12,10,22,2,22,-2,66,6,28,2,16,2
543,PD42pNKJXdCPWGKQpkirAo,27,10,37,17,37,-17,111,51,43,17,31,17
544,Ww7tj4RE4cX24PQncqbXHN,27,25,52,2,52,-2,156,6,58,2,46,2
545,QDtXHeaJxykiZKShAphaGn,23,25,48,-2,48,2,144,-6,54,-2,42,-2
546,i4hJ8m9hqbd74iPjZW2utP,22,25,47,-3,47,3,141,-9,53,-3,41,-3
547,Wpc3uabK7evBqAGafD4Eod,18,10,28,8,28,-8,84,24,34,8,22,8
548,M2hdjRboQHShxXoNWDmSLZ,18,10,28,8,28,-8,84,24,34,8,22,8
549,38LK39dTe6FKz55HWhyzkd,22,10,32,12,32,-12,96,36,38,12,26,12
550,n4zVnw9q7f2AQ8mCJPUUFD,12,10,22,2,22,-2,66,6,28,2,16,2
551,AuFqRmFfMKk7GH4TsnqMBW,12,10,22,2,22,-2,66,6,28,2,16,2
552,U45WUrxh7npe5JCGj8f5BF,20,10,30,10,30,-10,90,30,36,10,24,10
553,AG3W6qBCK3yEfeFKhBaw5C,20,20,40,0,40,0,120,0,46,0,34,0
554,hFb4wHBsZBYGZvHFNGPGaE,15,25,40,-10,40,10,120,-30,46,-10,34,-10
555,kvLD9arAuwpj36MD4iTSYH,26,15,41,11,41,-11,123,33,47,11,35,11
556,TKFPxVcmXrtAA728JYZTit,26,25,51,1,51,-1,153,3,57,1,45,1
557,3PPbAW2GBYgJho2Eu4cYPB,23,20,43,3,43,-3,129,9,49,3,37,3
558,8ufxexSNGm4RtM6JD2J6Vp,20,20,40,0,40,0,120,0,46,0,34,0
559,GJzHDYyWdS6wyoQNQCSCKD,20,20,40,0,40,0,120,0,46,0,34,0
